id,dataset,stratum,benchmark_label,judge_verdict,claude_preliminary_verdict,claude_reason,query,candidate_answer
Quora-128,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Does life have a meaning?,Does life have some meaning?
Quora-129,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",India: What is the best phone to buy between INR 10-15k?,"India: What is the best phone to buy between (₹, Rs, INR) 10-15k?"
Quora-130,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决","If there is a war is declared between India and Pakistan, which countries will support India ?","Suppose India declare war against Pakistan, how many countries will support India?"
Quora-131,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How fast would I have to drive (theoretically) to make it so that a speed camera couldn't catch me?,At what speed will a speed camera (UK) not be able to catch you?
Quora-132,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Can God make a stone so heavy that He can't lift it?,Can god make a rock so heavy that he couldn’t lift it?
Quora-133,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How can I really start losing weight?,How do I actually lose weight?
Quora-134,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How can I remember new English words quickly and efficiently?,How could I remember English words?
Quora-135,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",What are some activities that people with various disabilities can enjoy together?,What are some activities that people (adults) with various disabilities can all enjoy?
Quora-136,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",What's the carbon footprint of solar panels? Do they need more energy to produce than what they would produce in their entire life?,What is the carbon footprint of a solar panel?
Quora-137,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Who is the Famous Leader in Chhattisgarh?,Who are the famous leaders in Chhattisgarh?
Quora-138,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How would you deal with abuse of power?,How would you deal with abuse of power if you encounter them?
Quora-139,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Is it necessary to be intelligent to succeed in life?,Do you need intelligence to succeed in life?
Quora-140,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Do women have more rights than men?,Why do women have more rights than men?
Quora-141,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Foursquare: Are there any venues in North Korea?,How many venues does Foursquare have in North Korea?
Quora-142,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Why is religion so important to some people?,Why is religion so important to a human being?
Quora-143,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Which is better Nikon D5200 or Canon 1300D?,Which camera is better Nikon D5200 and Canon D1300?
Quora-144,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Can another cold war occur?,Is the Cold War coming back?
Quora-145,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How do drug companies decide on the names of prescription drugs?,Where does the pharmaceutical industry come up with the names for their drugs?
Quora-146,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Should you refrigerate Irish cream after it is opened?,Why do you have to refrigerate Bailey's Irish Cream after opening them?
Quora-147,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决","""Who is your favorite character in """"ONCE UPON A TIME""""?""",Who is your favorite character on Once Upon A Time?
Quora-148,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Do Amazon associates allow international affiliates?,Does the Amazon associate program allow for international affiliates?
Quora-149,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How do you get good grades in high school?,How can I improve grades in high school?
Quora-150,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Will Donald Trump be the first US president who refuses presidential salary?,Will Donald Trump be the first US President not to accept his salary?
Quora-151,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",How can I keep myself motivated to hit the gym everyday?,How do I get myself motivated to go to the gym?
Quora-152,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",What is an operational amplifier?,What is an operational amplifier circuit?
Quora-153,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Is Donald Trump really a racist?,Is Donald Trump racist?
Quora-154,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Did Islam exist before Muhammad?,Did islam exist before prophet mohmmad?
Quora-155,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Can I earn money online?,Can I make money online?
Quora-156,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Are humans part of a simulation?,Are we living in a simulation?
Quora-157,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Live In: Which is better: a live-in relationship or marriage?,Live in relationship is better than marriage?
Quora-158,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Should I buy a Macbook or a Macbook Pro?,Which Macbook should I buy MacBook or MacBook Pro?
Quora-159,Quora,far,正确(1),NO,不确定,"candidate_answer字段实为另一条匹配问题的原文(Quora构造方式:answer=query,PAPER.md §5.6),judge prompt要求判断candidate是否为query的'正确、完整答案',把一个问题塞进'这是不是答案'的框架里问,judge几乎必然说NO,和两个问题是否复述对无关——这条分歧不代表真实语义判断,人工也无法在这个框架下给出有意义裁决",Will Google+ beat Facebook?,"What do you think , can Google+ beat Facebook?"
SearchQueries-005,SearchQueries,near,不正确(0),YES,正确,候选内容(Death of a Salesman/Arthur Miller)确实正确回答了'作者是谁',death of a salesman author,"*Death of a Salesman* (1949) is Arthur Miller's Pulitzer Prize-winning play about Willy Loman, a traveling salesman whose delusions of success and the American Dream lead to his psychological unraveling and eventual suicide. It is a cornerstone of American theater, exploring themes of identity, family, and the cost of chasing a false ideal."
SearchQueries-008,SearchQueries,near,不正确(0),YES,正确,候选给出的Edge下载查看/设置方法确实正确回答了query,downloads in edge windows 10,"In Microsoft Edge, you can find your downloads by pressing **Ctrl+J** or clicking the **three-dot menu (⋯)** > **Downloads**. You can also change the default download location by going to **Settings > Downloads**, where you can choose where files are saved and toggle the ""Ask where to save each file"" option."
SearchQueries-009,SearchQueries,near,不正确(0),YES,正确,候选给出的Blue Dart查件方法确实正确回答了query,blue dart tracking status online,"Blue Dart Express tracking status shows the real-time location and delivery progress of your shipment, updated at each scanning point. To check it, enter your airway bill (AWB) number on the Blue Dart website or app, where you'll see stages like ""Shipment Picked Up,"" ""In Transit,"" ""Out for Delivery,"" or ""Delivered."" For live updates, you can also track via third-party sites like 17TRACK or Parcelsapp using the same AWB number."
SearchQueries-015,SearchQueries,near,不正确(0),YES,正确,候选给出的BCBS TX登录方法确实正确回答了query,bcbs of tx log in,"To access your account, go to the Blue Cross Blue Shield of Texas member portal at **bcbstx.com** and click the **""Log In""** button in the top right corner. You'll need your username and password, or you can register for a new online account if you haven't already."
SearchQueries-036,SearchQueries,near,不正确(0),YES,正确,候选给出的Citizen手表比价渠道确实正确回答了query,best prices on citizen watches,"For the best deals on Citizen watches, check major retailers like Amazon, Jomashop, and Ashford for frequent discounts, and look for sales at Macy's, Kohl's, or Citizen's own outlet site. Sign up for price-trackers (like CamelCamelCamel) and watch for holiday sales like Black Friday or Prime Day to save up to 30-50% off retail."
SearchQueries-040,SearchQueries,near,正确(1),NO,不正确,"query问grill烤法,候选答的是sauté/roast且明确建议避免其他方法,没有回答grill",best way to grill zucchini,"The best all-around way to cook zucchini is to **sauté or pan-sear it** in a hot pan with olive oil, salt, and pepper for 3-5 minutes—this gets a nice golden-brown char while keeping it tender, not mushy. For a low-effort, deeply flavorful option, **roast it** in the oven at 425°F (220°C) for 15–20 minutes, turning once, until caramelized and crisp on the edges. Avoid boiling or steaming, as those make it watery and bland."
SearchQueries-041,SearchQueries,near,正确(1),NO,不确定,"候选讲了Bing地图获取路线的一般方法,但完全没提query强调的'printable'",bing maps driving directions printable,"For driving directions in Bing Maps, go to **bing.com/maps**, click **Directions** (the arrow icon), enter your start and end points, and choose **Drive** to get turn-by-turn navigation, estimated travel time, and route alternatives. You can also drag the route to customize it or send directions to your phone."
SearchQueries-042,SearchQueries,near,正确(1),NO,不正确,"query明确问FROZEN火鸡胸做法,候选开头即说'place a THAWED turkey breast',食品安全上是不同做法",crock pot frozen turkey breast,"Place a thawed turkey breast (bone-in or boneless) in the crock pot, rub with olive oil and your favorite seasonings (like garlic, thyme, and rosemary), and add ½ cup of chicken broth to the bottom. Cook on LOW for 6-8 hours (or HIGH for 4-5 hours) until the internal temperature reaches 165°F, then let it rest for 15 minutes before slicing. For extra moisture, you can add butter pats on top or use a simple gravy packet mixed with water."
SearchQueries-045,SearchQueries,near,正确(1),NO,正确,"候选给出了CHAMPVA理赔状态查询的电话与portal,切题回答了query",champva claim status for providers,"CHAMPVA claims can be submitted by providers via mail, fax, or through the VA's electronic claims system (EDI). For status inquiries, providers should contact the CHAMPVA provider line at 1-800-733-0502, or use the secure provider portal at va.gov/champva. Claims are typically processed within 30 days of receipt."
SearchQueries-046,SearchQueries,near,正确(1),NO,正确,"候选解释了点对点导航的通用做法,切题回答了query",driving directions point to point,"To get driving directions from Point A to Point B, you'll need to enter your specific starting and ending addresses into a navigation app like Google Maps, Apple Maps, or Waze. These tools will calculate the route, provide turn-by-turn directions, and give you real-time traffic and estimated travel time."
SearchQueries-048,SearchQueries,near,正确(1),NO,不正确,"query要登录Capital One Venture卡,候选讲的是该卡的权益/奖励,完全没有登录步骤",capital one venture card sign in,"The Capital One Venture Visa is a travel rewards credit card that earns a flat 2x miles on every purchase, with no rotating categories or annual fee (for the basic Venture card). It offers a 75,000-mile bonus after spending $4,000 in the first 3 months, and miles can be redeemed for statement credits against any travel purchase or transferred to airline/hotel partners."
SearchQueries-049,SearchQueries,near,正确(1),NO,正确,"候选解释了如何找到附近车险代理人,切题回答了query",auto insurance agents near me,"To find car insurance agents near you, search Google Maps or Yelp for ""car insurance agents"" in your city or ZIP code. You can also use major providers' websites (like State Farm, Allstate, or Geico) to locate local independent agents and compare quotes."
SearchQueries-050,SearchQueries,near,正确(1),NO,不确定,"候选是BCBS密歇根的公司概述,没有给出query要的'provider line'具体电话",blue cross blue shield michigan provider line,"Blue Cross Blue Shield of Michigan (BCBSM) is a nonprofit health insurer offering individual, employer, and Medicare plans, with a large statewide network of doctors and hospitals. Providers can join its network through contracted agreements, and the company uses its Provider Outreach team and online Provider Portal for credentialing, claims, and authorization support. Members can find in-network care using its online ""Find a Doctor"" tool."
SearchQueries-051,SearchQueries,near,正确(1),NO,不确定,"候选解释了DTI比率怎么算,但没有像query暗示的那样提供一个可用的计算器工具",debt to income mortgage calculator,"A **debt-to-income (DTI) ratio** for a mortgage is your total monthly debt payments divided by your gross monthly income, expressed as a percentage. To calculate it, add up your monthly debts (mortgage/rent, car loans, credit card minimums, student loans) and divide by your pre-tax monthly income. Lenders typically prefer a DTI of **43% or lower**, with **36% or less** being ideal for the best rates."
SearchQueries-053,SearchQueries,near,正确(1),NO,不确定,"候选是S4整体剧情介绍,没有specifically回答'episode 1'",dc legends of tomorrow season 4 episode 1,"*DC's Legends of Tomorrow* Season 4 (2018–2019) introduces the ""Time Bureau"" and the magical side of the DC universe, with the team facing off against magical creatures and demons. John Constantine joins the main cast as a series regular, and the season culminates in a battle against the demon Neron."
SearchQueries-056,SearchQueries,near,正确(1),NO,正确,"候选给出真实兽医用药建议,回答了'紧急止痛'的核心诉求",emergency pain relief for dogs,"The best pain relief for dogs depends on the cause, but veterinarians most commonly prescribe **NSAIDs** (non-steroidal anti-inflammatory drugs) specifically formulated for dogs, such as **carprofen (Rimadyl), meloxicam (Metacam), or grapiprant (Galliprant)**. **Never give human pain relievers** like ibuprofen, acetaminophen, or naproxen, as they are toxic to dogs. Always consult your vet for the correct medication and dosage, as they can also recommend alternatives like gabapentin or physical therapy for chronic pain."
SearchQueries-057,SearchQueries,near,正确(1),NO,不确定,"候选是BCBS伊利诺伊的公司概述,没有回答query的'access'诉求",blue cross blue shield of illinois access,"Blue Cross and Blue Shield of Illinois (BCBSIL) is the state's largest health insurer, headquartered in Chicago and part of the national Blue Cross Blue Shield Association. It offers individual, employer, and Medicare plans, with a network of doctors and hospitals across Illinois."
SearchQueries-058,SearchQueries,near,正确(1),NO,正确,"候选解释了SD卡导入电脑的方法,切题回答了query",download sd card to computer,"To download pictures, insert the SD card into your computer's card reader (or use an external USB reader), then open the card's drive in File Explorer (Windows) or Finder (Mac). Select the photos you want and drag them to a folder on your computer's hard drive, or use the ""Import"" option in the Photos app to transfer and organize them."
SearchQueries-059,SearchQueries,near,正确(1),NO,不确定,"候选只说去官网查开奖号码,没有给出实际结果,和SQ-136同类边界情况",ca super lotto plus results,"SuperLotto Plus is California's state lottery game with drawings held every Wednesday and Saturday. For the most recent winning numbers and jackpot amounts, check the official California Lottery website or your local retailer, as results are updated shortly after each draw."
SearchQueries-060,SearchQueries,near,正确(1),NO,不正确,"query问沙子(sand)的立方码换算成吨,候选换算的是表层土(topsoil),材料密度不同,答非所问",cubic yards to tons sand,"To convert cubic yards of soil to tons, multiply the volume (cubic yards) by the soil's density in tons per cubic yard. Typical dry topsoil weighs about 1.1 tons per cubic yard, while wet or compacted soil can weigh 1.3 to 1.5 tons per cubic yard. For example, 1 cubic yard of dry topsoil ≈ 1.1 tons (2,200 lbs)."
SearchQueries-061,SearchQueries,near,正确(1),NO,不确定,"候选给出2019年一般巡演清单,但承认没有Denver具体场次/日期",cirque du soleil denver 2019,"Cirque du Soleil had multiple touring shows in 2019, including **Luzia** (across North America), **Amaluna**, **Crystal**, **Volta**, **Toruk**, and **Bazzar** (in Las Vegas); the company also presented permanent resident shows in Las Vegas, Orlando, and Mexico City. For the exact 2019 dates and venues of a specific show, consult the archived tour listing on the official Cirque du Soleil website or a live-show calendar from that year."
SearchQueries-062,SearchQueries,near,正确(1),NO,不确定,"候选是公司概述,没有回答query的'claims'理赔诉求",berkshire hathaway homestate insurance claims,"**Berkshire Hathaway Homestate Insurance Company** is a subsidiary of Berkshire Hathaway, providing commercial property and casualty insurance, workers' compensation, and specialty coverage. It operates through several regional insurers (e.g., Homestate Companies) under the Berkshire Hathaway umbrella, known for financial stability and direct underwriting."
SearchQueries-063,SearchQueries,near,正确(1),NO,不确定,"候选是Emory医院的机构介绍,不是query想要的地址/路线类本地信息",emory hospital clifton rd atlanta ga,"Emory University Hospital is a major academic medical center located in Atlanta, Georgia, known for its nationally ranked specialties in cardiology, cancer, and neurology. It is part of the larger Emory Healthcare system, situated on the Emory University campus in the Druid Hills neighborhood."
SearchQueries-066,SearchQueries,near,正确(1),NO,不确定,"query本身是残句(疑似更大问题的片段),候选给出星座通用介绍,勉强切题",based on your zodiac sign,"The zodiac is divided into 12 astrological signs, each associated with a 30-degree segment of the ecliptic. They are: Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius, and Pisces. Each sign is linked to specific personality traits and elemental qualities (fire, earth, air, water)."
SearchQueries-068,SearchQueries,near,正确(1),NO,不确定,"候选讲了产品特点,但没提query关心的'Canada'地区供应情况",blue wilderness dog food canada,"Blue Wilderness canned dog food is a grain-free, high-protein wet food line from Blue Buffalo, featuring real meat as the first ingredient and no by-products, corn, wheat, or soy. It comes in a variety of protein options like chicken, beef, and salmon, with formulas for puppies, adults, and seniors."
SearchQueries-072,SearchQueries,near,正确(1),NO,正确,"候选解释了如何找到附近汽车空调维修点,切题回答了query",car aircon repair near me,"To find a car air conditioning repair shop near you, search Google Maps or Yelp for ""auto AC repair"" in your area. Most general auto repair shops and specialized mobile AC technicians can diagnose and fix issues like low refrigerant, compressor failure, or leaks."
SearchQueries-073,SearchQueries,near,正确(1),NO,正确,"候选给出芦荟生食的真实益处,切题回答了query",benefits of eating aloe vera raw,"Eating aloe vera can aid digestion, relieve constipation, and help manage blood sugar levels, thanks to its natural laxative and anti-inflammatory compounds. It also provides hydration and essential vitamins, minerals, and antioxidants that support skin health and immunity. However, only consume the inner gel (not the latex) and in moderation, as it can cause cramps or interact with medications."
SearchQueries-074,SearchQueries,near,正确(1),NO,正确,"候选给出了一份可信的正宗做法,切题回答了query",chicken tikka masala recipe authentic,"A classic chicken tikka masala starts with marinating chicken in yogurt, lemon, and spices (like garam masala, cumin, and chili), then grilling or broiling it until charred. The chicken is simmered in a rich, creamy tomato-based sauce made with onions, garlic, ginger, butter, cream, and a blend of ground spices, finished with fresh cilantro. Serve over basmati rice with naan for the full experience."
SearchQueries-078,SearchQueries,near,正确(1),NO,正确,"候选给出Butterball火鸡烤箱做法,与query基本对应(roast焖烤法)",butterball boneless turkey roast recipe,"For a Butterball turkey breast roast, cook it in the oven at 325°F, typically for about 20 minutes per pound (or until the internal temperature reaches 165°F). Simply season with herbs like rosemary and thyme, place it on a rack in a roasting pan, and bake uncovered—no basting required since it's pre-brined. Let it rest for 10 minutes before slicing."
SearchQueries-079,SearchQueries,near,正确(1),NO,正确,"候选说明了佛州BCBS的provider portal查询方式,切题回答了query",blue cross florida provider search,"Blue Cross and Blue Shield of Florida operates as **Florida Blue** (GuideWell Mutual Holding Corporation). Providers can manage claims, verify eligibility, and access network resources through the **Florida Blue Availity** portal or the dedicated provider website. For specific contracting, credentialing, or claims questions, call the number listed on the member’s ID card or the Florida Blue Provider Service line."
SearchQueries-086,SearchQueries,far,不正确(0),YES,正确,"与SearchQueries-005候选完全相同的正确答案,同一模式",death of a salesman by arthur miller,"*Death of a Salesman* (1949) is Arthur Miller's Pulitzer Prize-winning play about Willy Loman, a traveling salesman whose delusions of success and the American Dream lead to his psychological unraveling and eventual suicide. It is a cornerstone of American theater, exploring themes of identity, family, and the cost of chasing a false ideal."
SearchQueries-094,SearchQueries,far,不正确(0),YES,正确,"候选给出的口角炎/维生素缺乏对应关系是真实医学常识,正确回答了query",cracked lip corners vitamin deficiency,"Corner mouth sores (angular cheilitis) are commonly caused by a deficiency in B vitamins, especially riboflavin (B2), B12, and folate (B9), as well as iron and zinc."
SearchQueries-102,SearchQueries,far,不正确(0),YES,正确,候选给出的roast beef烹饪时间表切题且合理,cooking chart for roast beef,"For roast beef, cook at 350°F (175°C): about 20 minutes per pound for rare (internal temp 125°F), 25 minutes per pound for medium (140°F), and 30 minutes per pound for well done (155°F). Always rest the roast for 15–20 minutes before slicing, and use a meat thermometer for accuracy."
SearchQueries-109,SearchQueries,far,不正确(0),YES,正确,候选给出的精油推荐切题合理,best smelling essential oils for diffuser,"For a calm, relaxing atmosphere, **lavender** is the top choice, while **peppermint** and **eucalyptus** are best for boosting energy and focus. To freshen the air and fight odors, use **lemon** or **tea tree**, and try **sweet orange** or **frankincense** for an uplifting, grounding mood."
SearchQueries-111,SearchQueries,far,不正确(0),YES,正确,候选给出的黑人历史人物名单切题正确,black history figures for kids,"Here are some important Black historical figures for kids: **Martin Luther King Jr.**, **Rosa Parks**, **Harriet Tubman**, **George Washington Carver**, **Mae Jemison**, and **Ruby Bridges**. For younger children, books like *Little Leaders* by Vashti Harrison are a great way to introduce these inspiring heroes."
